sender,receiver,type,amount,fraud
966,352,TRANSFER,152.92,False
966,993,TRANSFER,152.92,False
966,532,TRANSFER,152.92,False
966,752,TRANSFER,152.92,False
966,456,TRANSFER,152.92,False
966,995,TRANSFER,152.92,False
966,558,TRANSFER,152.92,False
966,954,TRANSFER,152.92,False
966,976,TRANSFER,152.92,False
966,998,TRANSFER,152.92,False
966,756,TRANSFER,152.92,False
966,978,TRANSFER,152.92,False
966,913,TRANSFER,152.92,False
966,959,TRANSFER,152.92,False
966,739,TRANSFER,152.92,False
966,839,TRANSFER,152.92,False
966,141,TRANSFER,152.92,False
966,164,TRANSFER,152.92,False
966,265,TRANSFER,152.92,False
966,960,TRANSFER,152.92,False
966,883,TRANSFER,152.92,False
966,983,TRANSFER,152.92,False
966,822,TRANSFER,152.92,False
966,967,TRANSFER,152.92,False
966,989,TRANSFER,152.92,False
966,704,TRANSFER,152.92,False
253,950,TRANSFER,587.69,False
457,751,TRANSFER,503.79,False
890,929,TRANSFER,271.6,False
266,862,TRANSFER,100.88,False
266,951,TRANSFER,100.88,False
266,888,TRANSFER,100.88,False
266,70,TRANSFER,100.88,False
266,999,TRANSFER,100.88,False
266,549,TRANSFER,100.88,False
441,776,TRANSFER,576.26,False
840,295,TRANSFER,525.79,False
795,398,TRANSFER,249.75,False
153,993,TRANSFER,535.23,False
889,918,TRANSFER,287.04,False
849,56,TRANSFER,530.54,False
658,78,TRANSFER,413.29,False
954,693,TRANSFER,544.28,False
458,990,TRANSFER,557.09,False
841,918,TRANSFER,580.15,False
340,929,TRANSFER,430.26,False
377,122,TRANSFER,116.06,False
377,168,TRANSFER,116.06,False
377,357,TRANSFER,116.06,False
377,313,TRANSFER,116.06,False
377,611,TRANSFER,116.06,False
377,969,TRANSFER,116.06,False
628,908,TRANSFER,129.3,False
759,440,TRANSFER,561.79,False
655,990,TRANSFER,577.71,False
503,386,TRANSFER,28.2,False
503,809,TRANSFER,28.2,False
503,960,TRANSFER,28.2,False
503,25,TRANSFER,28.2,False
503,840,TRANSFER,28.2,False
503,851,TRANSFER,28.2,False
503,975,TRANSFER,28.2,False
342,980,TRANSFER,596.59,False
359,320,TRANSFER,563.61,False
55,330,TRANSFER,586.57,False
68,981,TRANSFER,157.57,False
68,961,TRANSFER,157.57,False
68,951,TRANSFER,157.57,False
68,978,TRANSFER,157.57,False
58,810,TRANSFER,541.3,False
746,496,TRANSFER,534.53,False
140,985,TRANSFER,500.73,False
553,583,TRANSFER,416.91,False
942,681,TRANSFER,453.97,False
952,45,TRANSFER,537.36,False
848,383,TRANSFER,444.01,False
156,761,TRANSFER,450.14,False
654,352,TRANSFER,494.3,False
552,550,TRANSFER,527.39,False
646,891,TRANSFER,463.64,False
3,659,TRANSFER,125.88,False
347,275,TRANSFER,499.07,False
921,571,TRANSFER,57.21,False
62,990,TRANSFER,196.38,False
62,900,TRANSFER,196.38,False
62,592,TRANSFER,196.38,False
62,938,TRANSFER,196.38,False
551,991,TRANSFER,484.44,False
544,132,TRANSFER,404.1,False
448,255,TRANSFER,524.4,False
41,975,TRANSFER,498.72,False
197,33,TRANSFER,283.64,False
879,38,TRANSFER,102.45,False
879,29,TRANSFER,102.45,False
879,650,TRANSFER,102.45,False
879,298,TRANSFER,102.45,False
879,520,TRANSFER,102.45,False
879,741,TRANSFER,102.45,False
879,851,TRANSFER,102.45,False
879,941,TRANSFER,102.45,False
879,953,TRANSFER,102.45,False
879,988,TRANSFER,102.45,False
879,989,TRANSFER,102.45,False
879,41,TRANSFER,102.45,False
879,904,TRANSFER,102.45,False
879,948,TRANSFER,102.45,False
945,808,TRANSFER,462.14,False
53,863,TRANSFER,464.01,False
444,431,TRANSFER,526.46,False
685,165,TRANSFER,288.82,False
764,980,TRANSFER,109.87,False
764,783,TRANSFER,109.87,False
764,740,TRANSFER,109.87,False
764,455,TRANSFER,109.87,False
764,688,TRANSFER,109.87,False
764,7,TRANSFER,109.87,False
764,801,TRANSFER,109.87,False
764,207,TRANSFER,109.87,False
764,978,TRANSFER,109.87,False
764,969,TRANSFER,109.87,False
764,273,TRANSFER,109.87,False
640,540,TRANSFER,533.65,False
744,198,TRANSFER,437.55,False
56,189,TRANSFER,421.8,False
846,808,TRANSFER,491.11,False
855,580,TRANSFER,569.55,False
59,864,TRANSFER,509.48,False
459,962,TRANSFER,437.82,False
678,660,TRANSFER,189.72,False
678,79,TRANSFER,189.72,False
678,247,TRANSFER,189.72,False
678,732,TRANSFER,189.72,False
678,427,TRANSFER,189.72,False
678,967,TRANSFER,189.72,False
678,836,TRANSFER,189.72,False
678,409,TRANSFER,189.72,False
678,719,TRANSFER,189.72,False
51,984,TRANSFER,489.58,False
256,951,TRANSFER,549.83,False
741,809,TRANSFER,473.73,False
404,135,TRANSFER,18.83,False
404,730,TRANSFER,18.83,False
404,862,TRANSFER,18.83,False
404,621,TRANSFER,18.83,False
404,237,TRANSFER,18.83,False
404,558,TRANSFER,18.83,False
404,813,TRANSFER,18.83,False
404,803,TRANSFER,18.83,False
674,144,TRANSFER,146.08,False
674,79,TRANSFER,146.08,False
674,872,TRANSFER,146.08,False
674,972,TRANSFER,146.08,False
674,754,TRANSFER,146.08,False
674,866,TRANSFER,146.08,False
674,945,TRANSFER,146.08,False
674,936,TRANSFER,146.08,False
674,729,TRANSFER,146.08,False
144,572,TRANSFER,439.86,False
543,992,TRANSFER,426.45,False
858,692,TRANSFER,540.67,False
445,561,TRANSFER,467.57,False
675,594,TRANSFER,133.02,False
675,563,TRANSFER,133.02,False
675,893,TRANSFER,133.02,False
675,995,TRANSFER,133.02,False
675,632,TRANSFER,133.02,False
675,965,TRANSFER,133.02,False
675,988,TRANSFER,133.02,False
675,735,TRANSFER,133.02,False
675,738,TRANSFER,133.02,False
452,411,TRANSFER,559.86,False
948,809,TRANSFER,595.46,False
955,773,TRANSFER,480.76,False
342,980,TRANSFER,596.59,False
606,498,TRANSFER,17.45,False
606,841,TRANSFER,17.45,False
606,996,TRANSFER,17.45,False
606,216,TRANSFER,17.45,False
606,737,TRANSFER,17.45,False
606,506,TRANSFER,17.45,False
606,927,TRANSFER,17.45,False
606,939,TRANSFER,17.45,False
153,993,TRANSFER,535.23,False
654,352,TRANSFER,494.3,False
155,909,TRANSFER,468.45,False
459,962,TRANSFER,437.82,False
373,396,TRANSFER,104.05,False
373,772,TRANSFER,104.05,False
373,994,TRANSFER,104.05,False
373,746,TRANSFER,104.05,False
373,703,TRANSFER,104.05,False
373,704,TRANSFER,104.05,False
956,990,TRANSFER,499.2,False
955,773,TRANSFER,480.76,False
253,950,TRANSFER,587.69,False
138,365,TRANSFER,32.7,False
663,574,TRANSFER,100.63,False
663,850,TRANSFER,100.63,False
663,997,TRANSFER,100.63,False
663,979,TRANSFER,100.63,False
663,716,TRANSFER,100.63,False
663,827,TRANSFER,100.63,False
663,493,TRANSFER,100.63,False
663,949,TRANSFER,100.63,False
663,928,TRANSFER,100.63,False
345,991,TRANSFER,535.98,False
442,684,TRANSFER,522.02,False
452,411,TRANSFER,559.86,False
665,343,TRANSFER,162.08,False
665,444,TRANSFER,162.08,False
665,832,TRANSFER,162.08,False
665,656,TRANSFER,162.08,False
665,746,TRANSFER,162.08,False
665,967,TRANSFER,162.08,False
665,945,TRANSFER,162.08,False
665,923,TRANSFER,162.08,False
665,790,TRANSFER,162.08,False
646,891,TRANSFER,463.64,False
165,892,TRANSFER,135.72,False
165,575,TRANSFER,135.72,False
165,983,TRANSFER,135.72,False
165,901,TRANSFER,135.72,False
165,649,TRANSFER,135.72,False
343,665,TRANSFER,429.67,False
458,990,TRANSFER,557.09,False
641,211,TRANSFER,470.8,False
359,320,TRANSFER,563.61,False
346,993,TRANSFER,575.53,False
855,580,TRANSFER,569.55,False
952,45,TRANSFER,537.36,False
258,125,TRANSFER,531.07,False
865,130,TRANSFER,196.16,False
865,273,TRANSFER,196.16,False
865,583,TRANSFER,196.16,False
865,176,TRANSFER,196.16,False
865,463,TRANSFER,196.16,False
865,881,TRANSFER,196.16,False
865,981,TRANSFER,196.16,False
865,300,TRANSFER,196.16,False
865,861,TRANSFER,196.16,False
865,378,TRANSFER,196.16,False
865,434,TRANSFER,196.16,False
865,820,TRANSFER,196.16,False
865,955,TRANSFER,196.16,False
865,715,TRANSFER,196.16,False
865,83,TRANSFER,196.16,False
865,42,TRANSFER,196.16,False
696,66,TRANSFER,246.8,False
460,908,TRANSFER,178.21,False
460,453,TRANSFER,178.21,False
460,489,TRANSFER,178.21,False
460,768,TRANSFER,178.21,False
460,618,TRANSFER,178.21,False
460,948,TRANSFER,178.21,False
460,670,TRANSFER,178.21,False
167,909,TRANSFER,125.08,False
167,752,TRANSFER,125.08,False
167,972,TRANSFER,125.08,False
167,966,TRANSFER,125.08,False
167,947,TRANSFER,125.08,False
557,564,TRANSFER,411.57,False
446,287,TRANSFER,424.85,False
871,907,TRANSFER,167.16,False
871,13,TRANSFER,167.16,False
871,194,TRANSFER,167.16,False
871,560,TRANSFER,167.16,False
871,890,TRANSFER,167.16,False
871,320,TRANSFER,167.16,False
871,650,TRANSFER,167.16,False
871,751,TRANSFER,167.16,False
871,895,TRANSFER,167.16,False
871,995,TRANSFER,167.16,False
871,897,TRANSFER,167.16,False
871,502,TRANSFER,167.16,False
871,528,TRANSFER,167.16,False
871,848,TRANSFER,167.16,False
871,628,TRANSFER,167.16,False
778,486,TRANSFER,193.44,False
778,530,TRANSFER,193.44,False
778,795,TRANSFER,193.44,False
778,950,TRANSFER,193.44,False
778,599,TRANSFER,193.44,False
778,215,TRANSFER,193.44,False
778,888,TRANSFER,193.44,False
778,449,TRANSFER,193.44,False
778,989,TRANSFER,193.44,False
778,83,TRANSFER,193.44,False
778,958,TRANSFER,193.44,False
149,992,TRANSFER,433.88,False
542,682,TRANSFER,409.25,False
854,58,TRANSFER,462.79,False
655,990,TRANSFER,577.71,False
354,983,TRANSFER,521.95,False
472,990,TRANSFER,157.17,False
472,991,TRANSFER,157.17,False
472,982,TRANSFER,157.17,False
472,745,TRANSFER,157.17,False
472,977,TRANSFER,157.17,False
472,747,TRANSFER,157.17,False
472,293,TRANSFER,157.17,False
58,810,TRANSFER,541.3,False
42,865,TRANSFER,573.52,False
749,144,TRANSFER,572.0,False
945,808,TRANSFER,462.14,False
951,68,TRANSFER,452.48,False
305,499,TRANSFER,27.31,False
305,621,TRANSFER,27.31,False
305,996,TRANSFER,27.31,False
305,777,TRANSFER,27.31,False
305,735,TRANSFER,27.31,False
305,606,TRANSFER,27.31,False
72,178,TRANSFER,161.27,False
72,290,TRANSFER,161.27,False
72,957,TRANSFER,161.27,False
72,692,TRANSFER,161.27,False
849,56,TRANSFER,530.54,False
46,963,TRANSFER,438.2,False
941,196,TRANSFER,480.94,False
852,919,TRANSFER,590.66,False
666,685,TRANSFER,199.97,False
666,654,TRANSFER,199.97,False
666,778,TRANSFER,199.97,False
666,878,TRANSFER,199.97,False
666,636,TRANSFER,199.97,False
666,824,TRANSFER,199.97,False
666,529,TRANSFER,199.97,False
666,717,TRANSFER,199.97,False
666,905,TRANSFER,199.97,False
658,78,TRANSFER,413.29,False
624,919,TRANSFER,216.06,False
148,861,TRANSFER,583.7,False
441,776,TRANSFER,576.26,False
933,162,TRANSFER,313.33,False
840,295,TRANSFER,525.79,False
104,698,TRANSFER,27.92,False
104,997,TRANSFER,27.92,False
104,606,TRANSFER,27.92,False
104,461,TRANSFER,27.92,False
848,383,TRANSFER,444.01,False
363,187,TRANSFER,178.41,False
363,631,TRANSFER,178.41,False
363,973,TRANSFER,178.41,False
363,876,TRANSFER,178.41,False
363,835,TRANSFER,178.41,False
363,529,TRANSFER,178.41,False
251,819,TRANSFER,511.67,False
739,880,TRANSFER,36.05,False
53,863,TRANSFER,464.01,False
887,24,TRANSFER,378.48,False
628,168,TRANSFER,480.57,False
746,496,TRANSFER,534.53,False
846,808,TRANSFER,491.11,False
283,410,TRANSFER,235.91,False
725,981,TRANSFER,186.56,False
958,909,TRANSFER,547.98,False
948,809,TRANSFER,595.46,False
768,990,TRANSFER,144.05,False
768,276,TRANSFER,144.05,False
768,971,TRANSFER,144.05,False
768,334,TRANSFER,144.05,False
768,973,TRANSFER,144.05,False
768,998,TRANSFER,144.05,False
768,934,TRANSFER,144.05,False
768,604,TRANSFER,144.05,False
768,749,TRANSFER,144.05,False
768,837,TRANSFER,144.05,False
768,937,TRANSFER,144.05,False
567,960,TRANSFER,127.69,False
567,586,TRANSFER,127.69,False
567,434,TRANSFER,127.69,False
567,986,TRANSFER,127.69,False
567,206,TRANSFER,127.69,False
567,714,TRANSFER,127.69,False
567,171,TRANSFER,127.69,False
842,471,TRANSFER,421.6,False
750,287,TRANSFER,450.92,False
457,751,TRANSFER,503.79,False
156,761,TRANSFER,450.14,False
950,69,TRANSFER,514.09,False
341,980,TRANSFER,597.73,False
40,212,TRANSFER,400.23,False
344,980,TRANSFER,481.17,False
938,292,TRANSFER,422.38,False
245,324,TRANSFER,469.41,False
959,450,TRANSFER,406.85,False
49,991,TRANSFER,593.51,False
96,940,TRANSFER,358.67,False
643,771,TRANSFER,483.01,False
91,908,TRANSFER,315.94,False
257,320,TRANSFER,540.26,False
979,153,TRANSFER,191.63,False
979,891,TRANSFER,191.63,False
979,793,TRANSFER,191.63,False
979,892,TRANSFER,191.63,False
979,970,TRANSFER,191.63,False
979,354,TRANSFER,191.63,False
979,993,TRANSFER,191.63,False
979,851,TRANSFER,191.63,False
979,994,TRANSFER,191.63,False
979,631,TRANSFER,191.63,False
979,995,TRANSFER,191.63,False
979,435,TRANSFER,191.63,False
979,974,TRANSFER,191.63,False
979,732,TRANSFER,191.63,False
979,754,TRANSFER,191.63,False
979,953,TRANSFER,191.63,False
979,315,TRANSFER,191.63,False
979,317,TRANSFER,191.63,False
979,934,TRANSFER,191.63,False
979,978,TRANSFER,191.63,False
979,282,TRANSFER,191.63,False
979,262,TRANSFER,191.63,False
979,185,TRANSFER,191.63,False
979,384,TRANSFER,191.63,False
979,164,TRANSFER,191.63,False
979,241,TRANSFER,191.63,False
979,760,TRANSFER,191.63,False
979,167,TRANSFER,191.63,False
979,861,TRANSFER,191.63,False
979,245,TRANSFER,191.63,False
979,962,TRANSFER,191.63,False
979,622,TRANSFER,191.63,False
979,987,TRANSFER,191.63,False
979,867,TRANSFER,191.63,False
979,726,TRANSFER,191.63,False
979,947,TRANSFER,191.63,False
979,827,TRANSFER,191.63,False
456,929,TRANSFER,562.04,False
754,892,TRANSFER,586.84,False
978,473,TRANSFER,135.33,False
978,452,TRANSFER,135.33,False
978,233,TRANSFER,135.33,False
978,454,TRANSFER,135.33,False
978,971,TRANSFER,135.33,False
978,993,TRANSFER,135.33,False
978,894,TRANSFER,135.33,False
978,598,TRANSFER,135.33,False
978,235,TRANSFER,135.33,False
978,775,TRANSFER,135.33,False
978,511,TRANSFER,135.33,False
978,974,TRANSFER,135.33,False
978,732,TRANSFER,135.33,False
978,832,TRANSFER,135.33,False
978,854,TRANSFER,135.33,False
978,997,TRANSFER,135.33,False
978,755,TRANSFER,135.33,False
978,998,TRANSFER,135.33,False
978,812,TRANSFER,135.33,False
978,636,TRANSFER,135.33,False
978,736,TRANSFER,135.33,False
978,814,TRANSFER,135.33,False
978,836,TRANSFER,135.33,False
978,936,TRANSFER,135.33,False
978,937,TRANSFER,135.33,False
978,818,TRANSFER,135.33,False
978,918,TRANSFER,135.33,False
978,682,TRANSFER,135.33,False
978,222,TRANSFER,135.33,False
978,641,TRANSFER,135.33,False
978,985,TRANSFER,135.33,False
978,248,TRANSFER,135.33,False
978,645,TRANSFER,135.33,False
978,942,TRANSFER,135.33,False
978,986,TRANSFER,135.33,False
978,944,TRANSFER,135.33,False
978,649,TRANSFER,135.33,False
978,906,TRANSFER,135.33,False
247,991,TRANSFER,455.67,False
144,572,TRANSFER,439.86,False
841,918,TRANSFER,580.15,False
551,991,TRANSFER,484.44,False
558,797,TRANSFER,481.73,False
20,151,TRANSFER,723.27,False
140,985,TRANSFER,500.73,False
209,15,TRANSFER,26.24,False
209,347,TRANSFER,26.24,False
209,888,TRANSFER,26.24,False
209,844,TRANSFER,26.24,False
209,859,TRANSFER,26.24,False
954,693,TRANSFER,544.28,False
642,221,TRANSFER,494.52,False
862,391,TRANSFER,105.91,False
862,481,TRANSFER,105.91,False
862,960,TRANSFER,105.91,False
862,872,TRANSFER,105.91,False
862,994,TRANSFER,105.91,False
862,785,TRANSFER,105.91,False
862,962,TRANSFER,105.91,False
862,786,TRANSFER,105.91,False
862,610,TRANSFER,105.91,False
862,984,TRANSFER,105.91,False
862,787,TRANSFER,105.91,False
862,999,TRANSFER,105.91,False
862,516,TRANSFER,105.91,False
862,947,TRANSFER,105.91,False
862,828,TRANSFER,105.91,False
942,681,TRANSFER,453.97,False
448,255,TRANSFER,524.4,False
532,972,TRANSFER,51.62,False
159,143,TRANSFER,434.95,False
535,584,TRANSFER,322.18,False
858,692,TRANSFER,540.67,False
331,908,TRANSFER,105.95,False
292,793,TRANSFER,368.17,False
375,132,TRANSFER,184.39,False
375,550,TRANSFER,184.39,False
375,574,TRANSFER,184.39,False
375,797,TRANSFER,184.39,False
375,628,TRANSFER,184.39,False
375,817,TRANSFER,184.39,False
204,286,TRANSFER,29.74,False
204,843,TRANSFER,29.74,False
204,535,TRANSFER,29.74,False
204,856,TRANSFER,29.74,False
204,969,TRANSFER,29.74,False
41,975,TRANSFER,498.72,False
356,341,TRANSFER,468.04,False
932,34,TRANSFER,177.09,False
353,34,TRANSFER,440.39,False
242,443,TRANSFER,426.67,False
607,484,TRANSFER,13.77,False
607,353,TRANSFER,13.77,False
607,872,TRANSFER,13.77,False
607,862,TRANSFER,13.77,False
607,624,TRANSFER,13.77,False
607,635,TRANSFER,13.77,False
607,108,TRANSFER,13.77,False
607,948,TRANSFER,13.77,False
748,563,TRANSFER,462.45,False
469,330,TRANSFER,190.11,False
469,257,TRANSFER,190.11,False
469,853,TRANSFER,190.11,False
469,952,TRANSFER,190.11,False
469,734,TRANSFER,190.11,False
469,713,TRANSFER,190.11,False
469,715,TRANSFER,190.11,False
469,10,TRANSFER,190.11,False
546,634,TRANSFER,414.64,False
436,77,TRANSFER,146.87,False
953,907,TRANSFER,491.17,False
753,201,TRANSFER,408.89,False
514,971,TRANSFER,14.63,False
514,432,TRANSFER,14.63,False
514,975,TRANSFER,14.63,False
514,913,TRANSFER,14.63,False
514,946,TRANSFER,14.63,False
514,580,TRANSFER,14.63,False
514,717,TRANSFER,14.63,False
445,561,TRANSFER,467.57,False
51,984,TRANSFER,489.58,False
59,864,TRANSFER,509.48,False
55,330,TRANSFER,586.57,False
454,992,TRANSFER,574.51,False
823,919,TRANSFER,163.33,False
543,992,TRANSFER,426.45,False
860,184,TRANSFER,178.53,False
860,120,TRANSFER,178.53,False
860,682,TRANSFER,178.53,False
860,870,TRANSFER,178.53,False
860,540,TRANSFER,178.53,False
860,763,TRANSFER,178.53,False
860,972,TRANSFER,178.53,False
860,884,TRANSFER,178.53,False
860,864,TRANSFER,178.53,False
860,458,TRANSFER,178.53,False
860,854,TRANSFER,178.53,False
860,868,TRANSFER,178.53,False
860,934,TRANSFER,178.53,False
860,637,TRANSFER,178.53,False
860,209,TRANSFER,178.53,False
250,26,TRANSFER,536.2,False
50,908,TRANSFER,560.64,False
447,907,TRANSFER,536.51,False
740,495,TRANSFER,408.86,False
741,809,TRANSFER,473.73,False
394,870,TRANSFER,365.14,False
891,12,TRANSFER,235.38,False
638,880,TRANSFER,155.32,False
949,77,TRANSFER,554.58,False
553,583,TRANSFER,416.91,False
657,166,TRANSFER,505.36,False
3,659,TRANSFER,125.88,False
243,584,TRANSFER,504.17,False
847,907,TRANSFER,402.52,False
644,693,TRANSFER,495.33,False
56,189,TRANSFER,421.8,False
759,440,TRANSFER,561.79,False
760,357,TRANSFER,197.88,False
760,842,TRANSFER,197.88,False
760,898,TRANSFER,197.88,False
760,502,TRANSFER,197.88,False
760,866,TRANSFER,197.88,False
760,998,TRANSFER,197.88,False
760,954,TRANSFER,197.88,False
760,803,TRANSFER,197.88,False
760,380,TRANSFER,197.88,False
760,947,TRANSFER,197.88,False
760,926,TRANSFER,197.88,False
47,899,TRANSFER,513.5,False
145,783,TRANSFER,471.7,False
352,880,TRANSFER,534.01,False
478,289,TRANSFER,169.85,False
478,971,TRANSFER,169.85,False
478,743,TRANSFER,169.85,False
478,998,TRANSFER,169.85,False
478,306,TRANSFER,169.85,False
478,803,TRANSFER,169.85,False
478,43,TRANSFER,169.85,False
552,550,TRANSFER,527.39,False
256,951,TRANSFER,549.83,False
744,198,TRANSFER,437.55,False
444,431,TRANSFER,526.46,False
859,286,TRANSFER,564.34,False
640,540,TRANSFER,533.65,False
340,929,TRANSFER,430.26,False
347,275,TRANSFER,499.07,False
259,720,TRANSFER,542.46,False
650,871,TRANSFER,549.03,False
752,909,TRANSFER,542.5,False
554,176,TRANSFER,488.95,False
334,991,TRANSFER,17.65,False
544,132,TRANSFER,404.1,False
728,583,TRANSFER,165.03,False
443,242,TRANSFER,493.44,False
146,919,TRANSFER,546.32,False
658,78,TRANSFER,413.29,False
353,34,TRANSFER,440.39,False
683,770,TRANSFER,225.83,False
447,907,TRANSFER,536.51,False
135,684,TRANSFER,733.12,False
341,980,TRANSFER,597.73,False
644,693,TRANSFER,495.33,False
151,179,TRANSFER,593.3,False
754,892,TRANSFER,586.84,False
958,909,TRANSFER,547.98,False
950,69,TRANSFER,514.09,False
55,330,TRANSFER,586.57,False
392,297,TRANSFER,307.07,False
488,211,TRANSFER,354.76,False
259,720,TRANSFER,542.46,False
847,907,TRANSFER,402.52,False
883,390,TRANSFER,213.3,False
680,982,TRANSFER,289.45,False
60,981,TRANSFER,181.44,False
60,549,TRANSFER,181.44,False
60,591,TRANSFER,181.44,False
60,609,TRANSFER,181.44,False
542,682,TRANSFER,409.25,False
452,411,TRANSFER,559.86,False
751,783,TRANSFER,468.79,False
436,990,TRANSFER,245.16,False
854,58,TRANSFER,462.79,False
65,984,TRANSFER,144.5,False
65,952,TRANSFER,144.5,False
65,997,TRANSFER,144.5,False
65,968,TRANSFER,144.5,False
3,659,TRANSFER,125.88,False
343,665,TRANSFER,429.67,False
451,782,TRANSFER,582.35,False
456,929,TRANSFER,562.04,False
941,196,TRANSFER,480.94,False
274,674,TRANSFER,116.38,False
274,634,TRANSFER,116.38,False
274,657,TRANSFER,116.38,False
274,701,TRANSFER,116.38,False
274,944,TRANSFER,116.38,False
274,308,TRANSFER,116.38,False
42,865,TRANSFER,573.52,False
945,808,TRANSFER,462.14,False
243,584,TRANSFER,504.17,False
444,431,TRANSFER,526.46,False
448,255,TRANSFER,524.4,False
642,221,TRANSFER,494.52,False
41,975,TRANSFER,498.72,False
149,992,TRANSFER,433.88,False
144,572,TRANSFER,439.86,False
550,990,TRANSFER,428.45,False
558,797,TRANSFER,481.73,False
43,276,TRANSFER,448.77,False
345,991,TRANSFER,535.98,False
654,352,TRANSFER,494.3,False
554,176,TRANSFER,488.95,False
547,993,TRANSFER,484.04,False
951,68,TRANSFER,452.48,False
690,918,TRANSFER,244.02,False
553,583,TRANSFER,416.91,False
652,709,TRANSFER,524.22,False
858,692,TRANSFER,540.67,False
